,BodyID,text
177,177,"b'""A very happy birthday, @kharge ji! Your tireless service and dedication to the people\'s cause is an inspiration,"" Rahul Gandhi said on X.Leader of Opposition in the Lok Sabha Rahul Gandhi wished Congress president Mallikarjun Kharge on his birthday, and said that his tireless service and dedication to the people\'s cause is an inspiration.\n\nKharge, who became Congress president in October 2022, turned 82 on Sunday.\n\n""A very happy birthday, @kharge ji! Your tireless service and dedication to the people\'s cause is an inspiration,"" Gandhi said on X.\n\n""Wishing you much love and good health,"" the former Congress chief added.'"
178,178,"b'The Oommen Chandy Foundation announced the award on Sunday, three days after the first death anniversary of the leader.Congress leader Rahul Gandhi has been chosen for the first Oommen Chandy Public Servant Award instituted in memory of the party veteran and former Kerala Chief Minister late Oommen Chandy.\n\nThe Oommen Chandy Foundation announced the award on Sunday, three days after the first death anniversary of the leader.\n\nThe honour comprises a purse of Rs one lakh and a sculpture designed by renowned artist and filmmaker Nemom Pushparaj.\n\nGandhi was a national leader who had listened to the problems of people and found solutions to them by conducting Bharat Jodo Yatra, a statement said.\n\nAn expert jury chaired by Shashi Tharoor, MP, selected the awardee, it added.'"
179,179,"b""Rahul Gandhi chosen to receive Oommen Chandy AwardWhat Mirae Asset Mutual Fund bought and sold in June? Here is the breakupBofa Securities invests in anchor round of SAR Televenture's FPONipah virus claims teen's life in Kerala, 60 high-risk cases identifiedMcap of 8 of top-10 most valued firms jumps Rs 2.10 lakh cr; TCS, LIC sparkleAn unnoticed trend: Industrial houses getting re-rated. After Tata and Mahindra, are Aditya Birla Group stocks next in line?Budget 2024: Child rights activists seek increased fundingPune driver assaults woman over 'drive better' comment; Victim shares ordeal in videoIn all-party meet ahead of Budget session, Congress seeks LS Dy Speaker's post for opposition, raises NEET issueUSIBC recommends PLI for media, entertainment industry in upcoming BudgetHarsh Goenka's playful jab on govt offices 'unaffected' by Microsoft outageIsrael says it intercepts missile fired from Yemen, Houthis say they targeted EilatIT outage: Microsoft deploys hundreds of engineers, experts to restore servicesJD(U), YSRCP demand special category status for Bihar, Andhra at all-party meetRanbir Kapoor speaks out about 'Cheater' allegations. How dating two 'very successful actresses' affected him?"""
180,180,"b""Rhea Chakraborty breaks silence on life after Sushant Singh Rajput controversy, reveals how she earns money nowWhat Budget 2024 can do to get foreign investors to bet on IndiaWe lost seats not people's support, says Maharashtra BJP chief Chandrashekhar Bawankule at party conventionBurden of lung diseases in India likely much higher than Lancet study's projection: Doctors'Bhaiyya Ji' is all set for OTT debut! Here's where you can stream Manoj Bajpayee's 100th filmAuto sector transforming for EV & winds of change in ancillary space: 5 auto ancillary stocks with upside potential of up to 35%Bangladesh's top court scales back government jobs quota after deadly unrest killed scoresMother Dairy aims Rs 17,000 cr turnover in FY25 on better demand: MDLighter bags, heavier hearts: Home, restaurant kitchens feel pinch of vegetable price risePakistan faces severe energy crisis, Nawaz Sharif asks govt to 'care for people'Rahul Gandhi chosen to receive Oommen Chandy AwardBofa Securities invests in anchor round of SAR Televenture's FPONipah virus claims teen's life in Kerala, 60 high-risk cases identifiedMcap of 8 of top-10 most valued firms jumps Rs 2.10 lakh cr; TCS, LIC sparkleAn unnoticed trend: Industrial houses getting re-rated. After Tata and Mahindra, are Aditya Birla Group stocks next in line?"""
181,181,"b""Google Celebrates Bubble Tea With Interactive Doodle Make Your Own Digital Bubble TeaPk Rosy Google Honours First Female Lead In Malayalam Cinema With A DoodleCaught On Camera 5 Year Old Child Bitten To Death By Street Dogs In HyderabadDelhi RiotsPathaan Box Office Collection Shah Rukh Khan Starrer Movie Collects Rs 429 Crore Worldwide In 4 DaysRhea Chakraborty breaks silence on life after Sushant Singh Rajput controversy, reveals how she earns money nowWhat Budget 2024 can do to get foreign investors to bet on IndiaWe lost seats not people's support, says Maharashtra BJP chief Chandrashekhar Bawankule at party conventionBurden of lung diseases in India likely much higher than Lancet study's projection: Doctors'Bhaiyya Ji' is all set for OTT debut! Here's where you can stream Manoj Bajpayee's 100th filmAuto sector transforming for EV & winds of change in ancillary space: 5 auto ancillary stocks with upside potential of up to 35%Bangladesh's top court scales back government jobs quota after deadly unrest killed scoresMother Dairy aims Rs 17,000 cr turnover in FY25 on better demand: MDLighter bags, heavier hearts: Home, restaurant kitchens feel pinch of vegetable price risePakistan faces severe energy crisis, Nawaz Sharif asks govt to 'care for people'Rahul Gandhi chosen to receive Oommen Chandy AwardBofa Securities invests in anchor round of SAR Televenture's FPONipah virus claims teen's life in Kerala, 60 high-risk cases identifiedMcap of 8 of top-10 most valued firms jumps Rs 2.10 lakh cr; TCS, LIC sparkleAn unnoticed trend: Industrial houses getting re-rated. After Tata and Mahindra, are Aditya Birla Group stocks next in line?"""
182,182,"b'BJP subtly asking Ajit Pawar to exit \'Mahayuti\', claims NCP(SP) after RSS-linked weekly\'s articleUnion Home Minister Amit Shah on Sunday mounted a scathing attack on opposition stalwart and NCP (SP) chief Sharad Pawar and dubbed him the leader of corruption in the country.\n\nAddressing the BJP\'s state convention in Pune, he also slammed Congress leader Rahul Gandhi for displaying arrogance despite loss in the 2024 Lok Sabha polls and called Shiv Sena (UBT) chief Uddhav Thackeray the head of the Aurangzeb fan club who was sitting with people that sought clemency for 1993 Mumbai serial blasts convict Yakub Memon.\n\nHe said the BJP-led Mahayuti will do better in the Maharashtra assembly polls than what the party did in the 2014 and 2019 editions. ""Sharad Pawar institutionalized corruption,"" the senior BJP leader said in Pune.\n\nAsserting that people of India gave Prime Minister Narendra Modi their stamp of approval in recent Lok Sabha elections, Shah said the arrogance of Rahul Gandhi will be crushed after ""we win forthcoming assembly polls in Maharashtra, Jharkhand and Haryana"".\n\nAttacking the Shiv Sena (UBT) chief, Shah said, ""Uddhav Thackeray is sitting with those who sought clemency for 1993 Mumbai serial blasts convict Yakub Memon.""\n\n""Who is the Aurangzeb fan club? Those who serve biryani to (26/11 terror attack convict) Kasab, those who seek clemency for Yakub Memon, those who give (controversial Islamic preacher) Zakir Naik a messenger of peace award and those who support the (banned Islamist outfit) PFI. Uddhav Thackeray should be ashamed of sitting with these people,"" Shah asserted.\n\nPraising BJP workers, Shah said they should not get perturbed by the Lok Sabha polls in Maharashtra (where the party\'s tally went down from 23 in 2019 to nine in 2024), adding that they could revive themselves in the state polls by taking the good work and welfare schemes of the government to the masses.\n\n""Every BJP worker from Maharashtra has taken efforts in the party\'s victory. The BJP-led alliance will perform better in ensuing Maharashtra assembly polls than it did in 2019 and 2014. We will work harder and set new goals for ourselves. The saffron must rise again in Maharashtra,"" Shah asserted.\n\nHe praised Pune as the city of Bal Gangadhar Tilak and the land that gave the country the slogan ""Swaraj is my birth right and I shall have it"".'"
183,183,"b'MPs from various states, including Maharashtra, Manipur, and Odisha, took oath in different languages in the Lok Sabha.Rahul Gandhi, Akhilesh Yadav, Dimple Yadav, Hema Malini, Asaduddin Owaisi and Kanimozhi Karunanidhi were among the prominent members to be sworn in on the second day of the first session of the 18th Lok Sabha. Union minister and BJP leader Narayan Rane, Supriya Sule of the NCP (SP), Arvind Sawant of the Shiv Sena (UBT) and Shrikant Shinde of the Shiv Sena were also among the newly-elected members who took oath on Tuesday.\n\nAfter taking oath, Sule touched Pro-tem Speaker Bhartruhari Mahtab\'s feet and also sought blessings from Union minister Nitin Gadkari.\n\nAt the outset, the pro-tem speaker said 262 newly-elected members of the Lok Sabha took oath on Monday and the remainder would be sworn in on Tuesday.\n\nMost members sworn in during the first hour were from Maharashtra and took oath in Marathi. A few took their oaths in English and Hindi.\n\nThe first MP to take oath on Tuesday was Gowaal Kagada Padavi, a Congress member elected from the Nandurbar constituency of Maharashtra.\n\nHe was followed by the Congress\' Dhule MP Shobha Dinesh Bachhav and the BJP\'s Smita Uday Wagh from Jalgaon.\n\nAmong those present in the House for the swearing-in were Union ministers Gadkari, Shivraj Singh Chouhan and Pralhad Joshi, Congress leader Rahul Gandhi, the DMK\'s TR Baalu, the TMC\'s Mahua Moitra and the Shiromani Akali Dal\'s Harsimrat Kaur Badal.\n\nMany of the MPs raised ""Jai Hind"", ""Jai Maharashtra"", ""Jai Bheem"" and ""Jai Shivaji"" slogans after taking oath.\n\nBJP leader Om Birla, who has been nominated for the speaker\'s post, also took oath on Tuesday.\n\nWhen Birla, who was also the speaker in the 17th Lok Sabha, came to take his oath, Radha Mohan Singh, who was in the chair, stood up and greeted him.\n\nBirla has been representing the Kota constituency in the Lower House since 2014.\n\nOn at least one occasion, the pro-tem speaker reminded members not to deviate from the prescribed oath and read aloud only what was written on the paper they had been given.\n\nSeveral Opposition MPs took the oath while holding a copy of Constitution.\n\nGandhi also said ""Jai Hind, Jai Samvidhan"" after taking oath.\n\nAngomcha Bimol Akoijam, the Congress MP from Inner Manipur, took oath in Manipuri while holding a copy of Constitution. After being sworn in, he shook hands with Gandhi.\n\nWhen the name of Alfred S Arthur, the Congress\' Outer Manipur MP, was called for taking oath, Gandhi stood up and shook hands with him.\n\nAfter taking his oath in English, Arthur said, ""Manipur mei nyay dilaye, desh bachaiye.""\n\nThe swearing-in of both the MPs took place amid ""Manipur, Manipur"" slogans by Congress members.\n\nMajority of the MPs from Odisha took oath in Odia, with Malvika Devi and Pradeep Kumar Panigrahy, who read their oaths in English, being the only exceptions.\n\nMPs from Punjab took oath in Punjabi with many from the Congress and AAP holding copies of the Constitution.\n\nAIMIM leader Owaisi hailed a conflict-hit West Asian region after taking oath as a Lok Sabha member, triggering an uproar from the treasury benches that led to the chair striking it off the record.\n\nOwaisi, who has been elected from the Hyderabad seat for his fifth term, took oath in Urdu. He also recited a prayer before taking oath.\n\nAfter his oath, he hailed his state Telangana and BR Ambedkar, apart from raising the AIMIM\'s slogan for Muslims.'"
184,184,"b'New Delhi: Congress has expressed concern over the increasing terror strikes in J&K, especially in the Jammu region, causing both civilian and military casualty. Condemning the latest terrorist attack on the Army personnel in Kathua, the Opposition party said it is fully with the government for responding with effective action but also reminded the ruling establishment that merely making hollow speeches will not do.\n\n""This cowardly attack on our Army personnel is extremely condemnable. What is all the more a matter of concern is that this (Kathua incident) is the 5th attack in a month... As the Opposition, we want to draw your (government\'s) attention to these attacks. Whatever steps the government would take for the safety of the country, Congress is ready to extend support. These terrorists must be given a reply in their own language but at the same time, as Rahul Gandhi said the other day, the solution to these attacks is strict action, not hollow speeches,"" said Congress spokesman Deepender Hooda on Tuesday.\n\nSpeaking to media persons separately, AICC general secretary Sachin Pilot said: ""The terrorist attacks are continuously increasing. In Parliament, the government claims the situation in J&K is normal. But if our soldiers are losing their lives in terrorist attacks, the government will have to give clarification.""\n\nCongress MP Manish Tewari said, ""It is the 24th terrorist attack in Jammu in the last 7 months, it\'s sad and our sympathies are with the families of those who lost their lives or were injured. Why are these terrorist attacks going on? I hope that the government will take strict action and stop the infiltration which is being encouraged by Pakistan from the other side of the border.""'"
185,185,"b'NEW DELHI: With several of its MLAs and the floor leader in the Rajya Sabha switching sides and joining the Congress, the Bharat Rashtra Samithi (BRS) has decided to approach the President, Election Commission and the presiding officers of both houses of Parliament, as they claim that these defections are in violation of the anti-defection law.\n\nLaunching a scathing attack on the Congress, BRS working president KT Rama Rao slammed Leader of the Opposition in the Lok Sabha, Rahul Gandhi, saying he does ""Oscar-level acting on protecting the Constitution"", while his party is doing politics of ""Aya Ram, Gaya Ram"".\n\nThe BRS leader did not mince words in his criticism of the Congress, accusing the party of violating constitutional principles despite promising to amend the 10th Schedule to curb defections in the 2023 polls.\n\n""He (Rahul Gandhi) does Oscar-level acting on protecting the Constitution. You cannot run with the hare and hunt with the hounds,"" KTR said while addressing a press conference here.\n\nAfter last year\'s defeat of the BRS in the Telangana assembly polls and not being able to open its account in Lok Sabha, six MLAs, six MLCs and a Rajya Sabha member joined the Congress.\n\n""We will meet all the custodians of the Constitution. We will approach the President, Lok Sabha Speaker and Rajya Sabha Chairman to put an end to this practice,"" KTR added.\n\nThe BRS has also moved the Telangana High Court against the defections.'"
186,186,"b'Prime Minister Narendra Modi and five senior ministers defended the central government against Leader of Opposition Rahul Gandhi\'s criticism in Lok Sabha. The ministers demanded Gandhi\'s apology, refuted his claims, and challenged his statements on various issues. The heated exchange included accusations of disrespecting parliamentary rules and misleading the House. Gandhi stood firm on his positions despite the ministers\' objections.Prime Minister Narendra Modi and five senior ministers put up a spirited defence as Leader of Opposition Rahul Gandhi came down heavily on the central government over its policies in a speech in Lok Sabha on Monday afternoon.\n\nIn what was a rare defence seen on the floor of Lok Sabha, defence minister Rajnath Singh, home minister Amit Shah, agriculture minister Shivraj Chouhan, parliamentary affairs minister Kiren Rijiju and environment minister Bhupender Yadav tried to corner Gandhi over facts and parliamentary procedures and demanded his apology.\n\nModi rose twice to object to Gandhi\'s remarks on how BJP fomented hatred and violence. Modi said: ""This is a very grave matter. To call the entire Hindu community violent is a very serious matter."" Gandhi turned it around and said, ""No, no, no. Narendra Modi is not the entire Hindu community. BJP is not the entire Hindu community. RSS is not the entire Hindu community.""\n\nModi\'s second intervention -that the Constitution had taught him to ""respect the post of the Leader of the Opposition, which is held today by Gandhi"" - drew jeers from the Opposition benches. The jeers were because the Opposition has claimed the government is trying to subvert the Constitution, a charge BJP has trashed. Gandhi was among the MPs who added ""Jai Samvidhan"" to their oaths last month. ""It feels nice... BJP people are repeating \'Jai Samvidhan\' after me,"" he quipped.\n\nEven Gandhi\'s stance while speaking was pointed out. Environment minister Bhupendra Yadav took out the rulebook and cited Rules 349 (12) and 352 (2) and said Gandhi was disrespecting the Speaker. Yadav said: ""Leader of Opposition is addressing the House for the first time. I would like to point out two rules - Rule 349 (12) and 352. First of all, LoP should know how to speak in the House. 349 (12) specifies the Speaker shall not sit or stand with back towards the chair. He is constantly speaking with his back towards the chair. Rule 352 (2) says \'make personal reference by way of making an allegation imputing a motive or questioning a bonafide\'. He has not only levied an allegation against the entire government but the entire Hindu community.""\n\nShah said, ""You cannot hide such a big issue by creating ruckus in the House. LoP has said that whoever calls themselves Hindu they are violent. I want to repeat his sentence - those who call themselves Hindus, they talk of violence and are violent. In this country, probably he doesn\'t know crores of people identify themselves as Hindus with pride. Do they all talk of violence? He should apologise for linking a particular religion to violence.""\n\nIn another instance, Gandhi claimed that Agniveers were not getting the compensation of \xe2\x82\xb91 crore as announced by the government. Once again Shah interjected and said: ""He should put forward the facts and if these are not facts, he should apologise to Agniveers and the entire nation."" Gandhi was unfazed and said that he had put forth the truth of Agniveers on the floor of the House and the families knew the truth. ""It doesn\'t make a difference what I say or you say."" To this, Rijiju appealed to the Speaker to intervene: ""How can he take it so lightly?""\n\nGandhi claimed that the Agnipath scheme had been introduced without proper discussion. Rajnath Singh got up and intervened: ""Please don\'t mislead the House. This scheme was introduced after a lot of discussion - it was discussed with 158 organisations. Such a scheme is there in the US, UK and other countries. Nobody has any problem. Making these statements without understanding is highly irresponsible. I would request you Speaker Sir to please expunge these remarks.""\n\nGandhi continued, ""It does not matter, you like Agniveer. We don\'t like Agniveer scheme. Once our government comes, we will stop it. We don\'t want it.""'"
187,187,"b'Oppn members creating constitutional crisis in Delhi: Bansuri Swaraj in Lok SabhaLok Sabha on Monday discussed motion of thanks to the President\'s Address, with NDA MPs defending government\'s policies and the Opposition countering it.\n\nThe discussion was initiated by BJP MP Anurag Thakur who said the Lok Sabha elections have kept ""those against the Constitution in the Opposition benches for the third time"". While congratulating Rahul Gandhi on becoming the Leader of Opposition, Thakur said the Congress leader now has power with responsibility and ""absentee landlordism will not work"". For the last many years, Gandhi was enjoying power without responsibility, Thakur said and asserted that it was an ""agnipariksha"" for the Congress leader now. ""The person who was used to bunking, would he be able to sit in the House till late as the prime minister does?... He is not there (even) now,"" he remarked. Gandhi was not in the House when Thakur made the remarks and there were protests from Opposition MPs.\n\nTrinamool MP Mahua Moitra said, ""Last time I stood here I was not allowed to speak. But the ruling party has paid a heavy price for throttling the voice of one MP. In an attempt to suppress me, the public made 63 of your members sit permanently."" DMK\'s A Raja began by saying, ""I must thank President for her tolerance and patience to accept the contents of the speech provided by Modi government."" TDP MP Lavu Sri Krishna Devarayalu appealed to the government to look after Andhra Pradesh\'s interests in the budget. ""Andhra Pradesh is facing a revenue deficit over last 10 years. We have a debt of \xe2\x82\xb913.5 lakh crore. Over the last five years, debt has been taken and no new infrastructure has been added. We want jal shakti minister to look into Polavaram project also."" Raja, who was in the Speaker\'s chair then, asked TDP MP to stick to the President\'s address.\n\nIn her maiden address, BJP MP Bansuri Swaraj slammed the Opposition, saying its MPs were creating a constitutional crisis in Delhi because CM Arvind Kejriwal is adamant on running the government from jail.'"
188,188,"b'Rahul Gandhi meets Lok Sabha Speaker, says reference to Emergency could have been avoidedLok Sabha Speaker Om Birla is irked by the impression being created by Opposition MPs that he switches off microphones. As Lok Sabha began discussion on motion of thanks to the President\'s address, Birla put on record his displeasure. ""There is no button here by which I switch off microphones,"" he said, adding that secretariat officials switch on microphones when a member\'s name is called. Birla said this is the set procedure followed by anyone from any party occupying the Speaker\'s chair.\n\nLok Sabha Speaker Om Birla is irked by the impression being created by Opposition MPs that he switches off microphones. As Lok Sabha began discussion on motion of thanks to the President\'s address, Birla put on record his displeasure. ""There is no button here by which I switch off microphones,"" he said, adding that secretariat officials switch on microphones when a member\'s name is called. Birla said this is the set procedure followed by anyone from any party occupying the Speaker\'s chair.\n\nLok Sabha Speaker Om Birla is irked by the impression being created by Opposition MPs that he switches off microphones. As Lok Sabha began discussion on motion of thanks to the President\'s address, Birla put on record his displeasure. ""There is no button here by which I switch off microphones,"" he said, adding that secretariat officials switch on microphones when a member\'s name is called. Birla said this is the set procedure followed by anyone from any party occupying the Speaker\'s chair.'"
189,189,"b'During his speech in Lok Sabha on Monday, Rahul Gandhi accused the BJP and RSS of preaching and spreading violence and hatred. His remarks drew protests from the Treasury benches.Aam Aadmi Party (AAP) MP Malvinder Singh Kang on Tuesday defended Leader of the Opposition in Lok Sabha Rahul Gandhi\'s remarks during the Motion of Thanks to President Draupadi Murmu for her address to the joint sitting of Parliament. Kang stated that Gandhi\'s comments targeted the politics of hatred practised by the BJP, not the entire Hindu community.\n\n""Rahul Gandhi spoke in Parliament about the politics of hatred done by the BJP, not the entire Hindu community. If they (BJP) continue to have the same attitude, then they won\'t have even 40 seats as the people of our country will never accept hatred and arrogance,"" Kang told ANI.\n\nDuring his speech in Lok Sabha on Monday, Rahul Gandhi accused the BJP and RSS of preaching and spreading violence and hatred. His remarks drew protests from the Treasury benches.\n\nThe Bharatiya Janata Party, led by Prime Minister Narendra Modi and Union Ministers Amit Shah and Rajnath Singh, among others, stood up to express their protest and rebut Gandhi\'s remarks.\n\nThe BJP leaders accused Gandhi of ""speaking lies, misleading the House, and terming the entire Hindu community violent."" The Congress responded with counter-allegations against the Modi government.\n\nRahul Gandhi invoked Lord Shiva, Prophet Mohammad, Guru Nanak, Jesus Christ, Lord Buddha, and Lord Mahavir, stating that he had taken the idea of fearlessness from their teachings.\n\nSeveral portions of Gandhi\'s maiden speech as Leader of the Opposition in Lok Sabha, which targeted the central government over various issues including minorities, the NEET row, and the Agnipath scheme, among others, have been expunged from the records of Parliament on the orders of the Speaker.\n\nThe expunged portions included his comments on Hindus, PM Narendra Modi, the BJP, and the RSS, among others. Among the expunged remarks were his accusations against the BJP of treating minorities unfairly and perpetrating violence. Portions of Gandhi\'s remarks on industrialists Adand Ambani and the Agniveer Scheme were also expunged.\n\nDismissing Gandhi\'s claims of violence against minorities, Dilip Mandal, a prominent Dalit voice, claimed that the last decade was the ""most peaceful time for India since independence"" compared to the governance under the Congress party.\n\n""During his address, Rahul Gandhi made an objectionable statement that a lot of atrocities are happening against Muslims and Christians in India. I believe that the numbers don\'t suggest this. The last 10 years have been the most peaceful time for India after independence if you see the numbers,"" Mandal told ANI.\n\n""During the Congress regime, so many riots used to happen. If you compare that to the last 10 years, only two major communal riot incidents have happened, in Delhi and Manipur. So the scale has reduced. Riots don\'t last long now,"" he said.\n\nMandal alleged that Gandhi\'s remarks were an attempt ""to scare investors"" and added that the Congress party is ""again trying to appease"" Muslims.\n\n""This is an attempt to scare investors and it will affect India. Congress is again trying to appease Muslims. He is thinking of getting the Muslim votes, especially the Muslim votes of Bihar and UP, from SP and RJD,"" Mandal said.'"
190,190,"b'New Delhi: The Congress and its government in Karnataka find themselves in a quandary over the now ""temporarily"" halted proposed law framed to ensure quota for locals in private sector jobs. According to some party leaders, if the bill was born out of the political compulsions of the Karnataka Congress and its government to fulfill their electoral promises, its halting in the wake of the protests from industry demonstrated the government\'s administrative compulsions to be sensitive to the backslash from business and investors to the proposals and avert a capital flight from Bengaluru.\n\nCongress leaders pointed out that the party\'s election manifesto in the run-up to the state assembly election had promised such a quota in the private sector. ""There is a growing sense of disenchantment among the local Kannadiga population that their youths are not finding enough jobs, even as industry, business and investments are growing in Bengaluru and other parts of Karnataka with active support of the state government,"" said a senior Karnataka Congress leader who did not wish to be identified. ""Some studies claim the local population does not have even a 20% share in these jobs. The Congress has, therefore, made promises, especially to the locals in the C and D categories in the private sector. There seems to be some confusion, especially after the talk of quota in managerial jobs. That will have to be sorted out."" The state cabinet\'s quota push, incidentally, came after the Karnataka Congress\' below par performance in the Lok Sabha polls.\n\nAfter the flip-flop on the issue, the task for the state government, according to some Congress functionaries, is to find ways to remain engaged with the stakeholders, including business representatives, even while managing the political task of not facing the charge of going back under pressure or burying a pre-poll promise.\n\nAs the development also led to murmurs on whether the CMO had made the required wider consultations among cabinet ministers and party functionaries for a consensus, and whether it was ready with a blue-print on its implications on, and possible responses from, the business and investment community, AICC functionaries also said that the CMO\'s clarification on halting the move came after a nudge from the Congress high command, especially after the backlash from the industry.\n\nNonetheless, the Rahul Gandhi-powered Congress establishment has been high on quota politics of late, and was fully on board not only with the Karnataka Congress\' pre-poll proposal but also with the Telangana Congress promise for quota in private sector both in education and employment.\n\n""Now the cabinet will have to find a way to tackle the issue. There is a proposal that it could constitute a committee of ministers and representatives of the industry and investment community to study the bill and the way ahead,"" said an AICC functionary'"
191,191,"b'After Rahul Gandhi\'s contentious remarks in Parliament were expunged, RJD leader Manoj Jha emphasized that while Parliament can erase records, the impact remains in people\'s memories. Gandhi\'s speech, accusing the BJP and RSS of promoting violence, led to protests and accusations of misrepresentation from the ruling NDA. Despite backlash, Gandhi defended his comments, distinguishing between BJP-RSS and the broader Hindu community. After Leader of Opposition (LoP) in the Lok Sabha Rahul Gandhi\'s remarks against the central government led by the National Democratic Alliance (NDA) were expunged from the records of the Parliament, Rashtriya Janata Dal (RJD) leader and rajya Sabha MP Manoj Jha said that it cannot be expunged from people\'s memories.\n\n""You can expunge it from the records of the Parliament but you cannot take it off people\'s memories. No party or organisation is the representative of any religion"", Jha told in Delhi.\n\nAfter Rahul Gandhi\'s maiden speech created political heat, several portions of his address targeting the central government were expunged from the records of the Parliament.\n\nThe portions expunged include his comments on Hindus and PM Narendra Modi-BJP-RSS among others.\n\nRahul Gandhi in his speech in Lok Sabha on Monday afternoon, during the debate on the motion of thanks on President Draupadi Murmu\'s address accused the BJP and RSS of preaching and spreading violence and hatred. His remarks drew protests from the Treasury benches.\n\nThe Bharatiya Janata Party - led by Prime Minister Narendra Modi and Union Ministers Amit Shah and Rajnath Singh among others stood up to express their protest and rebut the Congress MP\'s remarks.\n\nThe BJP leaders accused the Congress MP ""of speaking lies, misleading the House and terming the entire Hindu community violent"".The Congress hit back with counter-allegations against the Modi government.\n\nRahul Gandhi invoked Lord Shiva, Prophet Mohammad, Guru Nanak, Jesus Christ, Lord Budha and Lord Mahavir, saying that he had taken the idea of fearlessness from their teachings. PM Modi slammed Rahul Gandhi during his speech.\n\n""Calling the entire Hindu community violent is a very serious matter,"" the Prime Minister said.\n\nHowever, Gandhi backed his remarks, stating that the entire BJP and the Rashtriya Swayamsevak Sangh (RSS) do not represent the entire Hindu community.\n\nMeanwhile, PM Modi will reply to the \'motion of thanks\' on the President\'s address in the Lok Sabha later today.'"
192,192,"b""IRCTC, DMRC, CRIS collaborate to promote 'One India - One Ticket' initiativeRoger Federer is in his 'Swiftie era' after sharing a selfie with Taylor Swift after concert in Zurich108 kg of smuggled gold seized near Indo-China border in Ladakh; 3 arrestedThe Devil Wears Prada 2: Will the trio Meryl Streep, Anne Hathaway and Emily Blunt return for the sequel?Samsung Galaxy Z Fold 6 and Z Flip 6 launched with Snapdragon 8 Gen 3: Check India price, bank offers, specificationsSamsung Galaxy Z Fold 6 launched in India: Check India price, features and bank offersBJP MLA Bharath Shetty booked for remarks against Rahul GandhiMedtronic to invest $60 million on global IT centre in HyderabadS&P 500, Nasdaq open at fresh highs for fifth straight session on megacaps boostBMW hit-and-run: Accused Mihir Shah made 40 calls to girlfriend after deadly accident, faces potential jail timeST Corporation Scam: ED conducts search operations on ex-minister's & MLA's residencesAfter United Kingdom, America too can have an Indian-origin leaderSamsung launches Gen 6 foldables, smartwatches in ecosystem pushTata 1mg's FY24 report; Cognizant-Wipro CFO lawsuit settledFuture of youth in 'limbo' due to 'anti-education mindset' of BJP: Rahul Gandhi"""
193,193,"b'A day after political chaos emerged over Congress leader and the Leader of Opposition (LoP) in the Lok Sabha Rahul Gandhi\'s remarks in the Parliament, Shiv Sena (UBT) leader Priyanka Chaturvedi on Tuesday said that it is ""unfortunate"" that the former\'s statements are being ""distorted"".\n\nIn a conversation with ANI, Chaturvedi said, ""First of all, he did not deliver such statements. He talked about those who masquerade as Hindus. There is a huge difference between the BJP and us. They use the Hindu religion for the sake of their politics. We have faith in the Hindu religion. So, it is unfortunate that his statements are being distorted.""\n\nThe Shiv Sena (UBT) leader further stated that the Congress leader had made it clear that the BJP and the RSS are not equal to the entire Hindu community.\n\n""I think Rahul Gandhiji made it clear that the BJP and the RSS are not equal to the entire Hindu community"", she said.\n\nAfter Rahul Gandhi\'s remarks against the central government led by the National Democratic Alliance (NDA) created a political uproar in the country, several portions of his maiden speech were expunged from the records of the Parliament.\n\nThe portions expunged include his comments on Hindus and PM Narendra Modi-BJP-RSS among others.\n\nRahul Gandhi in his speech in Lok Sabha on Monday afternoon, during the debate on the motion of thanks on President Draupadi Murmu\'s address accused the BJP and RSS of preaching and spreading violence and hatred. His remarks drew protests from the Treasury benches.\n\nThe Bharatiya Janata Party - led by Prime Minister Narendra Modi and Union Ministers Amit Shah and Rajnath Singh among others stood up to express their protest and rebut the Congress MP\'s remarks.\n\nThe NDA leaders accused the Congress MP ""of speaking lies, misleading the House and terming the entire Hindu community violent"". The Congress hit back with counter-allegations against the Modi government.\n\nRahul Gandhi invoked Lord Shiva, Prophet Mohammad, Guru Nanak, Jesus Christ, Lord Budha and Lord Mahavir, saying that he had taken the idea of fearlessness from their teachings.PM Modi slammed Rahul Gandhi during his speech.\n\n""Calling the entire Hindu community violent is a very serious matter,"" the Prime Minister said.\n\nHowever, Gandhi supported his statement by clarifying that the BJP and the RSS are not representative of the entire Hindu community.\n\nCongress leader Renuka Chowdhary, while speaking to ANI, backed Gandhi\'s remarks stating, ""Whatever he said was true. Being a Hindu, I\'m saying that a true Hindu is never violent. They (BJP) do whatever they want.""\n\nMeanwhile, Prime Minister Narendra Modi will reply to the debate on \'motion of thanks\' on the President\'s address in the Lok Sabha later today.'"
194,194,"b""Congress leader Rahul Gandhi will occupy the post of Leader of Opposition in the Lok Sabha, and a letter about the decision has been sent to Pro-tem Speaker Bhartruhari Mahtab. The decision on Rahul Gandhi's appointment was made after a meeting of the floor leaders of the INDIA bloc at Congress chief Mallikarjun Kharge's residence. 'CPP chairperson Sonia Gandhi wrote to Pro-tem Speaker Bhartruhari Mahtab, informing him of the decision to appoint Rahul Gandhi as the LoP in Lok Sabha,' KC Venugopal said. He said the decision on other appointments will be decided later."""
